"pointid","xcoord","ycoord"
4479,1744641.6675,2215323.4924
4480,1740170.7291,2206499.5376
4481,1741647.6035,2202481.4005
4482,1729207.6896,2197900.7399
4483,1729322.2591,2197225.4547
4484,1729331.7989,2196986.0954
4485,1727926.2084,2198898.2518
4486,1727531.5462,2199555.614
4487,1729277.2059,2199821.952
4488,1728247.2801,2215820.5846
4489,1727183.8664,2212657.8682
4490,1729141.9411,2215839.1852
4491,1729325.2372,2222413.3244
4492,1729328.7089,2221726.5253
4493,1705592.0041,2184595.6733
4494,1761944.4335,2254643.0437
4495,1761980.0666,2254600.9959
4496,1759910.0299,2240934.8471
4497,1760241.8486,2241982.806
4498,1727832.576,2237651.6875
4499,1732967.3683,2190416.1808
4500,1728507.6567,2186230.8625
4501,1728561.5037,2186195.9961
4502,1727747.7375,2187762.6756
4503,1732511.4713,2260231.7027
4504,1732797.2183,2259710.9376
4505,1738865.6414,2208008.7776
4506,1739053.5234,2208137.9255
4507,1759282.5333,2253209.1186
4508,1760852.8756,2252698.8337
4509,1758732.4042,2252775.9404
4510,1760044.9823,2251854.6975
4511,1757850.3863,2250107.5417
4512,1746065.6535,2248654.4006
4513,1735791.3637,2248683.5201
4514,1723991.916,2236495.5244
4515,1724836.1096,2235537.2388
4516,1742645.499,2212600.0005
4517,1742330.4973,2212102.9951
4518,1742211.4976,2211956.0037
4519,1742183.4966,2211998.0027
4520,1742146.7082,2212036.1356
4521,1741987.495,2210668.0001
4522,1708639.639,2187042.8423
4523,1739417.865,2208343.749
4524,1762003.416,2254656.5857
4525,1725415.3207,2235766.2165
4526,1708342.361,2187759.0851
4527,1708050.8379,2188460.879
4528,1706497.2669,2189689.7496
4529,1706008.538,2189015.2928
4530,1707553.6649,2185026.9248
4531,1739654.8014,2208575.9185
4532,1741007.4725,2213543.4382
4533,1728268.1472,2235712.7073
4534,1757885.8371,2244853.7809
4535,1730246.173,2251736.5956
4536,1730397.6348,2252873.4373
4537,1756341.6762,2240050.0872
4538,1756209.416,2239972.5332
4539,1756720.6538,2239083.3037
4540,1757172.1182,2239777.7401
4541,1760345.9293,2242319.2522
4542,1760230.7974,2242912.9169
4543,1760078.9064,2242943.8393
4544,1739179.173,2248311.365
4545,1739789.8151,2249589.8761
4546,1739333.2719,2248430.1946
4547,1721161.4263,2236989.4157
4548,1721633.9479,2236562.2176
4549,1722298.2547,2235889.2165
4550,1722197.8067,2236084.5804
4551,1727374.6058,2187870.6593
4552,1727436.6891,2187852.6949
4553,1727707.5139,2187774.3114
4554,1710301.5264,2177714.7519
4555,1710526.9855,2177827.436
4556,1710517.6147,2177869.9764
4557,1710563.0504,2178003.3013
4558,1709805.6229,2185757.4485
4559,1753133.7489,2266357.905
4560,1744860.44,2293523.1006
4561,1746425.4996,2288396.0005
4562,1745837.495,2294542.004
4563,1750975.501,2274899.9954
4564,1744703.4971,2252780.0003
4565,1745263.5033,2251478.0011
4566,1745513.0679,2250887.553
4567,1745481.1263,2249668.5013
4568,1741637.4983,2260045.9953
4569,1740433.499,2262776.0042
4570,1740447.5012,2263014.0009
4571,1740209.5006,2264092.0015
4572,1740391.5013,2259373.9912
4573,1736177.4976,2262999.9929
4574,1736387.5045,2262761.9988
4575,1733377.4999,2262958.0007
4576,1733853.5028,2265869.9916
4577,1733363.5004,2265967.9987
4578,1730325.5014,2250651.9988
4579,1730388.4991,2251190.9944
4580,1728575.502,2232003.9952
4581,1729009.9528,2232410.4523
4582,1729765.4978,2233096.0002
4583,1730801.5005,2233670.0016
4584,1742057.4939,2227341.9993
4585,1734413.4993,2212572.0004
4586,1733237.499,2214083.9952
4587,1733114.1759,2214140.0001
4588,1725873.5012,2218059.9992
4589,1725103.5041,2217933.996
4590,1723421.9048,2187089.2924
4591,1723630.7777,2186840.1068
4592,1702913.5009,2193644.0041
4593,1702934.5014,2193384.9922
4594,1724193.503,2221181.9938
4595,1723535.5039,2222750.0005
4596,1738361.4965,2217682.0002
4597,1738291.4996,2231849.9921
4598,1743359.5012,2257833.9938
4599,1737038.5016,2278113.001
4600,1734945.5052,2279253.997
4601,1740167.4986,2257959.9958
4602,1731851.5022,2266709.9924
4603,1753943.4962,2249140.0035
4604,1753859.505,2248901.9972
4605,1755119.5025,2266794.0001
4606,1754727.4994,2243483.9988
4607,1750121.5018,2229595.9954
4608,1750205.5021,2229735.9971
4609,1762052.7215,2254766.749
4610,1762201.6427,2255613.1318
4611,1764134.5045,2259692.1441
4612,1727541.6733,2237511.8888
4613,1727755.2915,2237606.2652
4614,1728574.8225,2213022.4737
4615,1727944.0468,2212666.451
4616,1728169.9209,2208927.6378
4617,1726140.3963,2217992.6731
4618,1726396.8579,2218012.8558
4619,1748948.2383,2241052.0468
4620,1748560.0957,2239958.168
4621,1727623.5015,2186937.9963
4622,1781154.0594,2115053.3605
4623,1779630.5762,2115004.5099
4624,1787682.8594,2115063.9854
4625,1791630.2477,2114488.9741
4626,1779617.9335,2115093.6661
4627,1780176.8358,2117369.1707
4628,1779667.1052,2116616.0363
4629,1783922.4883,2117947.6385
4630,1785210.5975,2118460.6828
4631,1785267.1254,2118439.4262
4632,1786731.7828,2118248.5851
4633,1786989.2385,2118094.4574
4634,1792019.8337,2115259.2444
4635,1793325.5615,2114576.9332
4636,1794278.622,2114826.4736
4637,1794908.0756,2114762.6668
4638,1796399.9024,2115435.2295
4639,1799954.6799,2114150.3319
4640,1798809.279,2115345.5501
4641,1800657.5003,2113660.4981
4642,1802697.8878,2113746.266
4643,1767986.931,2114470.1132
4644,1768020.7186,2114412.0333
4645,1767658.2195,2115113.358
4646,1767663.5329,2115432.9432
4647,1761447.5002,2119303.9934
4648,1763001.5021,2118785.9973
4649,1760005.5032,2120158.0063
4650,1757205.4981,2124483.9943
4651,1758017.504,2123153.9945
4652,1758031.4959,2123098.0003
4653,1756498.5018,2125415.0005
4654,1753740.4972,2127276.9975
4655,1753661.1634,2128278.1932
4656,1753714.1108,2127438.6527
4657,1753742.3973,2127347.8074
4658,1754714.6765,2130768.709
4659,1754523.482,2131705.7457
4660,1753872.1257,2133351.4784
4661,1753185.2925,2133820.9494
4662,1753855.2622,2133370.6284
4663,1752714.0424,2135322.7337
4664,1753949.802,2137475.9149
4665,1753761.4851,2137954.5451
4666,1755202.3583,2143495.7306
4667,1751591.4959,2126709.9931
4668,1752614.6314,2127336.9641
4669,1749323.4972,2126527.9954
4670,1747300.4968,2127458.9991
4671,1748587.5806,2126987.6597
4672,1743317.4997,2140738.0019
4673,1744437.5031,2138567.9969
4674,1741287.4938,2142152.0046
4675,1732383.4977,2142291.9982
4676,1734497.5003,2141045.9966
4677,1735006.1606,2140840.6616
4678,1732523.5014,2143692.0013
4679,1742735.5478,2156533.6407
4680,1732590.5544,2143806.4792
4681,1743045.257,2156626.3914
4682,1744198.8663,2158131.1346
4683,1746292.637,2159701.3111
4684,1745568.3451,2158701.9563
4685,1748364.7951,2162726.4328
4686,1749456.2357,2164891.2205
4687,1751504.817,2169346.5291
4688,1751558.0229,2169933.9413
4689,1753646.7887,2171732.8627
4690,1754249.9602,2172904.316
4691,1756027.1998,2175213.3026
4692,1756019.4935,2175487.4149
4693,1756073.6006,2176185.3183
4694,1758250.7123,2185230.7881
4695,1756379.139,2178216.81
4696,1756515.707,2176823.7841
4697,1758426.0833,2185380.7344
4698,1761920.2654,2188094.9058
4699,1761969.0462,2188085.0536
4700,1762523.7138,2187649.5029
4701,1764616.7048,2186580.3442
4702,1766059.4113,2187833.1543
4703,1767499.8144,2189017.0342
4704,1731011.5018,2146365.9946
4705,1735573.9077,2151565.7937
4706,1731960.1443,2147161.0667
4707,1731921.4972,2147136.0031
4708,1737158.7568,2154826.6142
4709,1740565.4425,2161282.5693
4710,1743270.9795,2163745.4364
4711,1743799.6794,2164349.1765
4712,1743954.7256,2164417.9067
4713,1744060.2658,2164697.3177
4714,1744129.4955,2165106.6321
4715,1744482.1068,2167913.5953
4716,1743964.584,2167129.2113
4717,1744022.7721,2165581.7013
4718,1743915.484,2166059.2591
4719,1743947.9227,2166825.923
4720,1743948.2863,2166812.8732
4721,1746763.3675,2170003.2663
4722,1746782.1331,2170320.1622
4723,1747768.3986,2171762.2385
4724,1752578.443,2177568.015
4725,1729107.4987,2154136.0002
4726,1731347.5042,2153422.003
4727,1729056.5977,2155410.5272
4728,1728939.5027,2154808.0014
4729,1728575.502,2161794.0045
4730,1729611.4972,2158336.0033
4731,1729373.4944,2164048.0001
4732,1730577.504,2164621.9994
4733,1732719.4965,2164678.0039
4734,1733559.5016,2166539.9934
4735,1734021.4975,2166791.9958
4736,1735547.4975,2171034.0045
4737,1734371.86,2167151.6727
4738,1735463.5032,2171482.0012
4739,1741775.4322,2173303.6484
4740,1737869.8913,2173589.8864
4741,1742230.9531,2173557.5882
4742,1742251.7356,2173465.0768
4743,1742271.2748,2173600.851
4744,1744074.8912,2173598.9251
4745,1745655.8754,2174353.1461
4746,1745998.4057,2175100.5339
4747,1749243.8435,2178936.9436
4748,1750132.9408,2180603.8214
4749,1748802.7651,2180179.667
4750,1748741.614,2181193.0147
4751,1749130.6999,2182820.3907
4752,1748567.3737,2182146.6365
4753,1750077.8039,2184836.5758
4754,1753234.8975,2186322.4198
4755,1754092.1025,2187067.789
4756,1753447.9062,2186488.7721
4757,1754424.5232,2187368.8036
4758,1756277.5675,2189458.1681
4759,1756772.4311,2190195.1434
4760,1756477.8917,2189794.9903
4761,1757531.8418,2191202.0236
4762,1759389.5473,2192139.1315
4763,1753834.6105,2189476.1824
4764,1754651.9977,2191644.1041
4765,1753792.1434,2189755.5471
4766,1757051.0355,2194416.1905
4767,1757085.3215,2196116.6847
4768,1756976.4874,2196335.1379
4769,1756496.5846,2198138.8988
4770,1756085.5029,2198222.0024
4771,1756157.9212,2198254.1305
4772,1756043.4973,2198263.9938
4773,1757428.3152,2199709.9388
4774,1756006.1658,2198319.6548
4775,1757553.3407,2199202.3592
4776,1758924.091,2196419.3576
4777,1759070.9623,2196567.7025
4778,1759137.1312,2196899.1493
4779,1759283.7227,2197376.8926
4780,1759366.456,2197840.0181
4781,1759755.1957,2199597.9859
4782,1760191.69,2200255.1002
4783,1760548.2623,2200775.6321
4784,1760795.692,2201547.1593
4785,1762856.7244,2201782.3363
4786,1749705.9701,2185692.9763
4787,1749428.207,2188819.2136
4788,1750306.634,2190430.9832
4789,1750640.8593,2194793.2737
4790,1750778.6088,2194686.8091
4791,1751601.7669,2194141.4065
4792,1750700.0557,2194669.0047
4793,1750631.9749,2195587.1462
4794,1750733.8547,2196576.7742
4795,1734273.4999,2172322.0051
4796,1734280.4951,2173644.9991
4797,1737199.4978,2176046.0016
4798,1734875.4982,2173833.9973
4799,1734679.5028,2178733.9955
4800,1735953.5028,2177781.9998
4801,1734413.4958,2179489.9981
4802,1732950.5015,2181358.9918
4803,1732873.4957,2181421.9996
4804,1732846.515,2181935.8875
4805,1732843.8155,2181867.0317
4806,1732868.1191,2181630.9388
4807,1732863.6174,2181477.646
4808,1733787.9954,2183293.3354
4809,1734460.9766,2185738.0566
4810,1736811.5421,2187850.968
4811,1737600.5791,2187890.5545
4812,1738569.3169,2189427.2064
4813,1740180.7801,2189906.9543
4814,1738665.0936,2189430.1985
4815,1740958.1418,2190376.9598
4816,1741836.0111,2190528.1916
4817,1744313.0744,2190759.9188
4818,1745578.8188,2192566.983
4819,1746494.1052,2194026.7181
4820,1746432.736,2193704.078
4821,1746848.6423,2196184.5729
4822,1746882.1302,2196207.903
4823,1746962.3423,2196470.3128
4824,1746937.8966,2197024.2638
4825,1747135.0893,2197226.4325
4826,1747556.5878,2197739.3404
4827,1747753.3332,2198080.6173
4828,1748630.2279,2199733.9471
4829,1747958.1155,2198912.2652
4830,1749527.4942,2200131.1038
4831,1750779.9975,2200705.6979
4832,1750927.8672,2200725.9879
4833,1756110.6374,2210698.0732
4834,1755746.1791,2210110.0484
4835,1758481.0723,2209435.234
4836,1760084.0241,2209187.1671
4837,1760684.9886,2209114.4682
4838,1762352.8205,2204978.5158
4839,1761511.5719,2204948.914
4840,1762714.3889,2204709.0873
4841,1762587.2579,2204869.2125
4842,1764867.879,2205625.0049
4843,1765155.2532,2206402.9845
4844,1755223.9047,2212324.1377
4845,1755277.0115,2214961.6058
4846,1755085.8432,2219174.9385
4847,1755434.3981,2219798.6608
4848,1748616.5301,2200240.4103
4849,1748582.6672,2201396.3113
4850,1749643.6304,2205013.7484
4851,1750421.388,2203813.2402
4852,1748293.4946,2205945.6731
4853,1748136.1108,2206813.5804
4854,1748081.3522,2206507.0531
4855,1747807.3767,2208393.9052
4856,1747921.8458,2208104.6143
4857,1747852.3351,2207600.4005
4858,1747747.2825,2209551.6838
4859,1747986.1588,2209821.0135
4860,1749197.2584,2211562.803
4861,1749321.02,2210569.1356
4862,1749987.3403,2210593.6329
4863,1749338.8255,2210410.3234
4864,1748971.8317,2208935.4483
4865,1742083.6189,2192724.0471
4866,1741768.3508,2190998.8511
4867,1741734.896,2190781.1415
4868,1742182.6111,2194000.1974
4869,1741756.3756,2194731.2245
4870,1741355.4739,2195247.3466
4871,1741372.8695,2195261.7845
4872,1741260.0041,2195898.1855
4873,1741160.8752,2196908.0529
4874,1741175.5784,2196648.7145
4875,1742432.9107,2199533.371
4876,1743947.3888,2200892.2577
4877,1739840.7787,2191387.7843
4878,1739386.6194,2192116.2975
4879,1739408.1092,2192432.3895
4880,1738982.3873,2194463.7748
4881,1738997.3268,2194477.6694
4882,1739331.5628,2194907.8576
4883,1739958.0181,2196594.029
4884,1740755.0686,2199377.252
4885,1740994.5909,2199780.7517
4886,1732453.5008,2181646.0042
4887,1730227.5053,2184137.9961
4888,1730969.5057,2183199.9951
4889,1746948.8721,2127506.7117
4890,1747225.8676,2127445.1164
4891,1746764.1582,2127536.4091
4892,1743096.0654,2127770.7537
4893,1742825.0991,2127770.6576
4894,1740611.6051,2127546.9486
4895,1738909.8171,2127944.3685
4896,1738686.4431,2127939.1327
4897,1738490.7797,2127971.6163
4898,1738434.8272,2128002.4689
4899,1737771.9002,2129954.2626
4900,1738408.8752,2128003.2338
4901,1735922.0049,2130436.7436
4902,1735606.4535,2130670.9236
4903,1733677.3156,2130098.2115
4904,1733447.4579,2130017.9558
4905,1733225.3212,2129579.6213
4906,1731971.3702,2127324.3859
4907,1731842.5486,2126410.4673
4908,1731019.6963,2124768.2106
4909,1729846.1266,2125727.4629
4910,1729627.9292,2125863.1121
4911,1728731.6001,2127237.8032
4912,1727870.2671,2126160.7262
4913,1727431.2754,2125273.8578
4914,1726215.3328,2124997.9105
4915,1726103.8003,2124989.0499
4916,1726048.7371,2125039.9094
4917,1723299.3204,2126945.6763
4918,1723154.8076,2127144.7981
4919,1722574.9715,2127891.0145
4920,1721384.8051,2130644.4673
4921,1721846.0812,2128646.3366
4922,1721860.0767,2128489.3172
4923,1720694.0753,2130583.383
4924,1758991.0899,2127730.3999
4925,1757406.0892,2124712.3357
4926,1757293.7911,2124626.5034
4927,1759228.1139,2128109.8485
4928,1759751.9247,2128157.3252
4929,1761045.8214,2127745.486
4930,1763291.4222,2128652.5596
4931,1764017.4669,2127930.9832
4932,1763519.3026,2128638.3598
4933,1763516.7197,2128644.3912
4934,1738682.6119,2174425.0495
4935,1741207.0284,2178115.3415
4936,1742671.5409,2180582.3871
4937,1743088.5439,2182234.5219
4938,1742975.7177,2182973.482
4939,1743367.78,2185056.004
4940,1742976.159,2183519.9876
4941,1743531.4749,2185497.5612
4942,1743523.6704,2185440.6391
4943,1743812.8153,2186013.0182
4944,1745208.7643,2188569.3847
4945,1749084.3535,2139400.0123
4946,1745038.0003,2136506.2428
4947,1744955.498,2136425.9961
4948,1734811.418,2181681.4398
4949,1734711.166,2178776.3887
4950,1734782.3553,2182123.8891
4951,1736959.9655,2183738.8189
4952,1737458.9785,2185204.8347
4953,1737554.5989,2185354.8245
4954,1740708.8056,2143342.3721
4955,1741295.1583,2142265.2358
4956,1741296.638,2142258.6188
4957,1740590.8337,2144610.7313
4958,1741447.3076,2146277.8161
4959,1741929.4359,2147228.4057
4960,1742078.6061,2150722.8414
4961,1744148.76,2143981.5895
4962,1743331.6606,2140831.5982
4963,1744081.9152,2145437.3001
4964,1745739.5691,2150014.2181
4965,1768554.0657,2117216.0977
4966,1767786.8432,2115618.1527
4967,1767758.8673,2115593.4376
4968,1767649.5042,2115454.0023
4969,1769025.4704,2118626.2701
4970,1768216.755,2124901.0406
4971,1751706.4603,2128715.6528
4972,1751493.8268,2126800.7641
4973,1751519.1704,2126744.9539
4974,1749234.7369,2133487.7326
4975,1749252.531,2133720.2057
4976,1749628.4497,2134683.9239
4977,1749548.8643,2137006.4412
4978,1751066.877,2139351.982
4979,1750102.0089,2138521.4636
4980,1751804.3213,2140031.1916
4981,1753449.2556,2144121.5836
4982,1733013.0058,2155242.7522
4983,1731375.6237,2153477.4438
4984,1734193.9726,2155942.3703
4985,1737194.9325,2165383.8247
4986,1735949.1308,2157030.1329
4987,1735818.3314,2157465.7153
4988,1737418.2526,2164210.0923
4989,1736149.3032,2160619.7309
4990,1736335.3578,2160364.5514
4991,1736167.9144,2160454.734
4992,1736189.8961,2160550.0318
4993,1759336.5076,2181808.8862
4994,1758526.7916,2180041.8769
4995,1758345.2494,2179953.5678
4996,1757343.6505,2178132.6401
4997,1761733.8875,2120097.9112
4998,1761476.6966,2119453.6636
4999,1761463.803,2119385.043
5000,1761471.241,2119369.6782
5001,1762698.448,2121256.8843
5002,1764198.5705,2122765.5273
5003,1765705.8791,2124790.8873
5004,1742349.5821,2174191.3033
5005,1742876.5084,2176065.438
5006,1742368.677,2174426.8067
5007,1742358.0728,2174195.124
5008,1743126.4843,2176902.2357
5009,1743584.603,2177058.3848
5010,1744609.3869,2179770.1224
5011,1744096.1181,2178041.0205
5012,1743942.2554,2177796.0524
5013,1744811.4895,2180041.7426
5014,1746321.6147,2142029.4617
5015,1744560.2002,2138600.4084
5016,1747797.318,2144935.047
5017,1747411.6618,2148131.5941
5018,1747493.2377,2149315.7603
5019,1747459.2104,2148381.1661
5020,1755736.7702,2135911.6039
5021,1757526.004,2140003.0602
5022,1756673.4844,2138610.7347
5023,1780460.1285,2112056.7415
5024,1778415.9427,2112680.3114
5025,1784172.7973,2111796.5117
5026,1784630.5689,2111704.0165
5027,1785339.9139,2111934.7115
5028,1786052.3564,2112705.2824
5029,1739042.0731,2170813.746
5030,1735611.2989,2171066.6851
5031,1740752.3088,2171988.3578
5032,1779351.2402,2115207.6937
5033,1779231.8934,2115548.5861
5034,1778690.3004,2115600.8097
5035,1777112.9944,2114624.3136
5036,1774639.293,2116362.353
5037,1774435.0978,2116694.6756
5038,1774680.9134,2118566.3597
5039,1775406.0008,2120293.9649
5040,1733784.5507,2189230.876
5041,1730994.6585,2183210.5424
5042,1745975.3438,2202398.7474
5043,1745201.3946,2204855.454
5044,1745950.7791,2202408.8717
5045,1735773.748,2191181.7146
5046,1737054.1718,2193115.8302
5047,1735813.5036,2191314.2719
5048,1737054.0818,2193764.1854
5049,1737168.5908,2195923.8665
5050,1737726.6374,2196612.0835
5051,1737189.2562,2195999.7524
5052,1737174.9235,2195933.5748
5053,1738119.7547,2197147.5387
5054,1734188.468,2174028.3734
5055,1734230.8801,2173722.7689
5056,1733687.5269,2176237.4703
5057,1730763.6159,2176936.7801
5058,1730377.1422,2178320.7359
5059,1756357.5142,2122154.5131
5060,1757696.6035,2123061.7938
5061,1757918.2739,2123089.5039
5062,1755941.4237,2121813.3767
5063,1755737.3234,2121756.6885
5064,1755346.0989,2121602.5264
5065,1753718.6285,2120082.1582
5066,1754175.501,2120388.9763
5067,1741020.614,2125576.4714
5068,1738938.7577,2122671.5017
5069,1730141.945,2141536.7525
5070,1732300.0185,2142310.3136
5071,1729410.7479,2141008.3536
5072,1726344.8103,2138124.1566
5073,1726643.8318,2137071.9766
5074,1726022.4619,2133349.6808
5075,1722992.9633,2131833.9972
5076,1724120.3256,2131341.3392
5077,1721622.7996,2133169.7372
5078,1725701.8083,2131691.1801
5079,1739518.5095,2126131.4525
5080,1738357.1908,2124640.245
5081,1736810.171,2123131.1743
5082,1737597.0268,2121237.15
5083,1738492.9324,2119640.6451
5084,1737736.5062,2118578.6307
5085,1728712.4999,2127769.0629
5086,1729173.3755,2129621.4224
5087,1729700.9168,2131241.7054
5088,1729027.6863,2130282.2453
5089,1729578.0359,2132548.6702
5090,1729124.1068,2133532.0309
5091,1729037.4228,2145615.3404
5092,1730946.2478,2146430.3936
5093,1727279.6463,2143127.9276
5094,1727203.1236,2142538.9194
5095,1730246.1147,2137707.2818
5096,1734783.4875,2140690.4716
5097,1734988.9005,2140799.3677
5098,1733655.3433,2133455.7972
5099,1733699.5553,2133465.6374
5100,1730596.2843,2134833.5086
5101,1728539.1952,2135214.1679
5102,1729388.0852,2135031.0978
5103,1762917.554,2117900.1666
5104,1762918.0003,2118617.8028
5105,1762962.4728,2118706.6946
5106,1762965.0468,2118707.3062
5107,1762451.1517,2117747.4165
5108,1761610.4352,2117000.1466
5109,1759316.5445,2115553.718
5110,1758210.2839,2115227.3495
5111,1758154.5415,2115222.6229
5112,1755807.1538,2113955.8296
5113,1728216.3578,2165185.4997
5114,1729259.0466,2164158.0237
5115,1725999.0572,2168917.6035
5116,1724479.1752,2173657.8603
5117,1723975.6968,2174774.8978
5118,1724181.771,2177320.403
5119,1721364.2691,2120187.6002
5120,1723484.5698,2166685.9755
5121,1728519.1793,2161852.774
5122,1733523.7063,2166575.5054
5123,1732877.9423,2167536.7414
5124,1732128.4113,2170142.0725
5125,1727737.0398,2173863.8256
5126,1748084.1705,2123565.5917
5127,1749236.5295,2126415.1863
5128,1749265.7076,2126492.6066
5129,1749281.9031,2126494.6763
5130,1748267.6301,2123506.7531
5131,1747644.3734,2119905.7795
5132,1759089.7789,2119526.4019
5133,1759842.0072,2119888.3468
5134,1759920.9322,2120087.5446
5135,1756763.6539,2118256.6154
5136,1753829.6264,2116786.8523
5137,1754776.7348,2117712.6659
5138,1752429.2181,2115788.7751
5139,1730344.0178,2123550.9349
5140,1728521.9616,2119742.0695
5141,1744718.9686,2134281.4773
5142,1745090.3087,2134398.522
5143,1745690.1933,2134246.992
5144,1745755.1714,2134227.5665
5145,1745133.4354,2134413.4043
5146,1745319.7343,2134357.7146
5147,1745581.8376,2134279.3709
5148,1745630.4548,2134264.844
5149,1740772.4489,2130860.691
5150,1740613.3361,2130972.2377
5151,1740007.3826,2131443.6297
5152,1738802.9371,2132422.2267
5153,1751813.9138,2196382.2018
5154,1752152.253,2195017.7704
5155,1752642.1359,2198308.1731
5156,1762038.8788,2200057.6338
5157,1761817.0892,2200077.8401
5158,1762069.32,2199874.4217
5159,1760894.6852,2198810.141
5160,1760174.3043,2197812.066
5161,1762224.3306,2198885.8172
5162,1760568.8475,2197387.2375
5163,1766603.8369,2199315.1328
5164,1766789.4925,2198763.6363
5165,1766480.4017,2199332.6829
5166,1763233.20202024,2198013.20741921
5167,1761844.579,2197687.1274
5168,1768172.7467,2199203.676
5169,1767009.6857,2198569.5943
5170,1768364.7879,2199415.5959
5171,1759732.1222,2196762.0101
5172,1759731.7515,2196718.4408
5173,1757965.8675,2203078.1617
5174,1758340.3362,2203644.8299
5175,1758550.6183,2203934.7768
5176,1758566.5074,2203955.8604
5177,1759684.9587,2206536.0898
5178,1760844.396,2206903.9651
5179,1770801.6258,2201781.5109
5180,1771682.6814,2200721.5352
5181,1771553.5726,2200381.8698
5182,1771520.0373,2200200.7416
5183,1771655.1612,2200609.34
5184,1771580.4867,2199891.3025
5185,1771635.0788,2199438.6733
5186,1772828.9889,2200886.4969
5187,1772469.219,2199627.5533
5188,1747109.4731,2181373.0843
5189,1745720.1669,2180993.2959
5190,1746956.3059,2181067.8592
5191,1747189.7212,2181018.1863
5192,1759723.0546,2189679.6519
5193,1758862.1956,2188744.4432
5194,1758545.9167,2188131.8584
5195,1758528.3093,2187912.4917
5196,1758795.3115,2187211.025
5197,1759359.0614,2186671.1557
5198,1758216.5601,2185301.8779
5199,1762749.4769,2195428.8267
5200,1762872.1995,2195412.232
5201,1763586.5477,2196301.1411
5202,1764062.7391,2195553.2732
5203,1761352.6057,2192585.8494
5204,1760707.555,2191247.5063
5205,1769568.4127,2111940.205
5206,1769879.9396,2112184.0693
5207,1770081.2953,2112389.9053
5208,1770127.4989,2112443.9956
5209,1768919.2047,2111922.2626
5210,1767718.6928,2110139.5928
5211,1766985.5653,2111235.5452
5212,1767775.3894,2107786.7854
5213,1765425.757,2115794.1455
5214,1766779.6981,2115790.0282
5215,1767470.4803,2115509.8643
5216,1764154.9971,2115304.5157
5217,1759581.078,2113058.7369
5218,1762647.0891,2112905.6013
5219,1764215.2044,2113701.6741
5220,1760342.3674,2118406.0969
5221,1756354.4043,2115406.9492
5222,1757198.4756,2113261.1756
5223,1759523.1932,2113566.0734
5224,1761021.9816,2114086.3118
5225,1762492.8803,2115906.5105
5226,1753295.8476,2119039.595
5227,1755375.1786,2115048.8006
5228,1754941.5594,2115030.8337
5229,1759680.5999,2117347.0822
5230,1758071.7183,2122544.741
5231,1758177.1826,2122592.2403
5232,1756905.6365,2120278.3486
5233,1758189.2128,2122586.2686
5234,1758311.4948,2122579.9966
5235,1754839.8448,2123064.9781
5236,1754345.7516,2122771.8995
5237,1751048.8253,2121464.1679
5238,1752457.4896,2121465.9708
5239,1753791.1677,2122099.8
5240,1754905.3785,2121450.2893
5241,1754557.0317,2121266.3883
5242,1754541.0804,2121131.359
5243,1755258.406,2120300.0965
5244,1756444.2537,2120331.7116
5245,1753386.6121,2123900.6411
5246,1756344.5723,2125352.75
5247,1756414.8834,2125384.4211
5248,1746408.547,2121476.3984
5249,1749201.4598,2122606.7813
5250,1749273.0229,2121685.0551
5251,1737964.5936,2128455.5731
5252,1735635.4656,2128113.9826
5253,1736383.3637,2129202.9189
5254,1738127.9791,2131746.2123
5255,1730825.3114,2132825.8649
5256,1731339.1965,2131703.3068
5257,1730958.3065,2128185.4374
5258,1730549.1789,2130271.3743
5259,1730417.4362,2126493.8598
5260,1728618.8006,2132336.475
5261,1728970.4864,2130448.1315
5262,1728284.0395,2132989.9119
5263,1730226.6775,2130997.9961
5264,1730345.2367,2131068.8915
5265,1728627.2694,2127863.1445
5266,1727849.8918,2130733.9298
5267,1727180.1381,2128869.6716
5268,1727472.7963,2126243.7149
5269,1727363.2484,2126190.6879
5270,1725931.2783,2126602.0759
5271,1727440.4354,2131620.0774
5272,1726131.7586,2130512.6362
5273,1723437.6934,2130026.2512
5274,1723762.9959,2127919.3757
5275,1723748.1673,2127682.4852
5276,1723766.0258,2127906.5466
5277,1722878.0465,2130797.8913
5278,1721380.2709,2130735.1821
5279,1725054.4232,2124694.6786
5280,1721352.2568,2122148.4369
5281,1721900.3011,2125944.1943
5282,1727294.9159,2125096.7964
5283,1726453.0973,2121299.2905
5284,1726333.3022,2121047.1338
5285,1727207.2302,2125190.3366
5286,1727207.139,2125366.1901
5287,1730289.3932,2121213.1922
5288,1732973.9119,2126256.1166
5289,1733029.3454,2126389.3129
5290,1733797.4386,2127653.5146
5291,1736178.8364,2126131.5196
5292,1734309.4281,2126643.7466
5293,1734785.1102,2127241.1532
5294,1736872.0748,2125766.2995
5295,1737831.9154,2125397.5771
5296,1737702.2888,2125226.8009
5297,1736789.8464,2120725.9127
5298,1737242.0513,2120792.7707
5299,1737141.0328,2120644.1339
5300,1738691.9516,2124504.9011
5301,1738756.9831,2124340.8108
5302,1741522.7,2123177.6098
5303,1743275.2034,2126008.9718
5304,1745552.8058,2126199.6398
5305,1741653.2888,2122153.5073
5306,1745097.3292,2123962.6034
5307,1743772.4961,2130359.1197
5308,1745390.4215,2131770.8649
5309,1745516.8029,2131759.6839
5310,1745627.5015,2131693.996
