"pointid","xcoord","ycoord"
6574,1703278.373,2125896.857
6575,1704727.9521,2127078.3882
6576,1704278.5728,2126287.7788
6577,1707822.0671,2127145.8515
6578,1708220.0105,2127841.2531
6579,1710300.2116,2132378.419
6580,1708265.5713,2133790.4278
6581,1710855.0952,2137640.0415
6582,1699904.9055,2144697.0944
6583,1699684.5248,2144761.9085
6584,1703070.0262,2149616.7545
6585,1703213.5134,2149857.807
6586,1699835.0482,2146924.433
6587,1700936.2761,2148000.8448
6588,1702867.9547,2149289.5134
6589,1697934.6198,2147659.4355
6590,1698747.5986,2149147.8506
6591,1701929.2413,2151765.6124
6592,1701961.5034,2151769.9974
6593,1694120.2573,2153894.0096
6594,1694880.7589,2153799.9687
6595,1692176.4199,2152078.4898
6596,1690779.5793,2151850.2868
6597,1689154.6542,2150727.8392
6598,1685350.8812,2151310.1311
6599,1686339.6761,2150641.7114
6600,1692610.2909,2153462.9217
6601,1691271.5183,2153785.0698
6602,1690389.6175,2153524.8126
6603,1690115.9605,2154094.6329
6604,1688863.8803,2150168.7898
6605,1686992.3594,2148675.2147
6606,1688462.0237,2148675.4477
6607,1689258.6988,2148723.1099
6608,1683753.0426,2156789.2285
6609,1683608.2428,2156175.4889
6610,1682253.4973,2154605.7265
6611,1681941.9422,2154263.7666
6612,1679634.8506,2154158.4733
6613,1681242.7608,2155670.3304
6614,1680631.1597,2153096.1931
6615,1673526.4278,2146462.6555
6616,1672126.5839,2147495.7612
6617,1669386.1457,2147632.3416
6618,1675147.039,2149883.5109
6619,1672411.504,2149206.2316
6620,1671968.9643,2145388.4981
6621,1671900.9241,2145237.5654
6622,1671183.5974,2142905.0501
6623,1676479.0751,2143768.679
6624,1677355.2206,2144811.5817
6625,1680525.7889,2147936.1833
6626,1681955.0768,2149079.5711
6627,1684756.1581,2157972.8551
6628,1687967.697,2158192.5565
6629,1683987.8632,2157475.0474
6630,1679746.766,2158973.4874
6631,1677639.8008,2159747.1735
6632,1679187.9502,2160805.8822
6633,1679710.896,2158001.2987
6634,1678499.086,2157476.1585
6635,1676376.926,2158524.3757
6636,1675662.1915,2155603.1103
6637,1673033.1586,2155161.0781
6638,1674312.8288,2156688.9768
6639,1669355.7613,2152978.5922
6640,1668102.468,2152035.4576
6641,1682385.4742,2161812.2255
6642,1683872.2199,2162610.8248
6643,1679837.839,2161367.4994
6644,1682297.047,2161685.4319
6645,1678137.3114,2163979.1935
6646,1678967.5805,2164493.0914
6647,1674763.2305,2162554.2106
6648,1674707.77,2162416.4874
6649,1672467.2543,2161245.5432
6650,1674433.1581,2162156.1698
6651,1671695.1893,2160856.7706
6652,1670662.4321,2160134.121
6653,1669785.5021,2159549.8175
6654,1669240.5513,2159267.524
6655,1668292.3123,2159026.8909
6656,1668278.0677,2159021.2133
6657,1665750.3646,2156813.2932
6658,1665393.4204,2156807.2823
6659,1664214.9439,2155911.6633
6660,1663943.2246,2155868.931
6661,1663690.5588,2158865.2501
6662,1676694.272,2166315.9335
6663,1675737.8786,2166112.9848
6664,1676635.4234,2167896.6365
6665,1671035.8384,2164127.2088
6666,1670543.4465,2161838.2572
6667,1668686.4427,2163354.6769
6668,1670288.5107,2162076.9649
6669,1669820.6346,2160645.0056
6670,1668424.7734,2161587.0703
6671,1669228.1677,2161854.1877
6672,1668654.1939,2160184.4902
6673,1668308.1899,2160343.3366
6674,1667605.4031,2161610.0203
6675,1662606.067,2155531.4607
6676,1674581.3495,2171372.9078
6677,1674432.9564,2171487.7472
6678,1673998.3029,2172130.6903
6679,1670319.0855,2170637.3644
6680,1666906.6098,2171727.4489
6681,1661211.1301,2170093.508
6682,1661041.0612,2170033.3239
6683,1665594.091,2170315.6918
6684,1665192.2933,2170074.6574
6685,1665156.4222,2170061.6906
6686,1662346.303,2168458.7622
6687,1664118.5277,2169458.4665
6688,1665952.593,2167593.9939
6689,1665779.9816,2167509.7052
6690,1670279.8418,2167775.103
6691,1670264.9017,2167724.7182
6692,1670350.7559,2167313.3911
6693,1670282.247,2167272.4476
6694,1669700.2252,2166479.0453
6695,1670004.3313,2167270.3537
6696,1666476.3217,2163324.8764
6697,1659414.953,2161320.8932
6698,1670145.2221,2168005.5988
6699,1670066.9536,2168153.8599
6700,1666901.1053,2166754.9924
6701,1666086.5935,2161613.5815
6702,1672760.5148,2166822.5558
6703,1673710.1892,2169466.535
6704,1676656.2924,2174274.3233
6705,1677384.5984,2174627.3936
6706,1675838.2292,2173907.2055
6707,1675678.1476,2173812.5152
6708,1674111.697,2174720.5388
6709,1672511.6882,2173986.1214
6710,1672640.0429,2174084.4678
6711,1672899.2784,2174221.4364
6712,1672420.589,2173906.2743
6713,1672191.3698,2174624.7892
6714,1677540.6042,2176474.1668
6715,1677399.3927,2175110.1093
6716,1675722.9451,2177752.8215
6717,1678937.2055,2178385.8443
6718,1675437.1472,2178015.1461
6719,1675498.7891,2177164.8318
6720,1675133.6707,2176944.8545
6721,1674712.874,2176684.0699
6722,1680700.8755,2180533.2728
6723,1680392.4575,2181819.0206
6724,1680543.0348,2182003.9087
6725,1681487.645,2182403.7133
6726,1683290.2699,2183742.9149
6727,1681705.5756,2182658.3185
6728,1681938.1792,2181329.8376
6729,1680745.0679,2183657.8115
6730,1679945.0552,2182345.5701
6731,1675218.376,2179000.4276
6732,1677464.8125,2180470.5712
6733,1672347.2435,2178003.4327
6734,1671406.9126,2177725.3409
6735,1670294.2291,2178308.9777
6736,1667934.8885,2178396.6211
6737,1668194.7492,2178470.8283
6738,1672266.9053,2180847.63
6739,1664386.9434,2178629.5123
6740,1664319.7725,2178426.413
6741,1671252.805,2181308.3438
6742,1671074.6379,2181285.7663
6743,1672324.9309,2178035.3203
6744,1672020.0214,2178218.7295
6745,1672131.8601,2178130.0943
6746,1671933.1764,2178574.7755
6747,1669012.7781,2179689.6011
6748,1668839.4523,2179956.3034
6749,1671420.0257,2177148.6594
6750,1675301.8012,2180939.0769
6751,1675551.2479,2180929.7957
6752,1677199.4333,2181558.5544
6753,1672581.4665,2182322.3492
6754,1674115.5315,2183472.1787
6755,1672466.3753,2182030.3478
6756,1672555.6147,2184541.4304
6757,1672277.1479,2184625.6953
6758,1670426.6993,2182417.3567
6759,1670118.8391,2182230.6548
6760,1672488.2102,2193802.2962
6761,1672590.6649,2193457.4916
6762,1668844.4087,2195222.6025
6763,1669302.9782,2195931.6394
6764,1673689.7124,2189855.2447
6765,1674231.5603,2189589.1265
6766,1673662.1128,2190247.5735
6768,1673965.5937,2191426.3248
6769,1674453.0519,2193028.4809
6770,1674532.6747,2191928.9629
6771,1674996.061,2192252.7982
6772,1674458.525,2194128.1694
6773,1675057.0185,2192932.0173
6774,1675150.8384,2191791.0279
6775,1675116.1357,2191476.717
6776,1675029.0071,2189816.5057
6777,1675030.5085,2189816.0288
6778,1675548.6073,2195778.787
6779,1675802.1281,2195301.8523
6780,1673689.0627,2196120.732
6781,1673568.8247,2196293.7823
6782,1671861.1231,2195724.2426
6783,1671445.6851,2195606.1475
6784,1676985.9615,2198878.7757
6785,1677135.6992,2198984.7951
6786,1677713.1603,2199566.7718
6787,1677742.9962,2199583.7496
6788,1678956.3801,2200278.039
6789,1679388.4998,2200757.5393
6790,1678902.1695,2199212.3594
6791,1679447.0737,2199446.4097
6792,1678169.6743,2200798.7213
6793,1678469.0874,2201082.9721
6794,1677658.519,2199675.4551
6795,1676130.925,2200530.1862
6796,1676407.0725,2201334.8666
6797,1676947.7384,2201730.5359
6798,1675072.8642,2201112.3096
6799,1674603.56,2201004.8024
6800,1673458.8832,2196715.4968
6801,1672277.965,2197839.068
6802,1672115.4391,2199218.9003
6803,1672119.6481,2198863.4836
6804,1672031.6504,2200424.388
6805,1672141.9469,2201587.7352
6806,1673088.1398,2202087.5512
6807,1673544.653,2203343.1065
6808,1674789.556,2203383.7122
6809,1674777.5746,2203805.7698
6810,1674483.6666,2198808.0265
6811,1674446.1172,2198341.0626
6812,1674393.6955,2202382.5459
6813,1675395.9541,2202826.3997
6814,1677908.1092,2203124.701
6815,1678385.9388,2203619.3871
6816,1676611.9283,2202608.9886
6817,1676243.5901,2202523.4856
6818,1677222.9632,2204079.0681
6819,1677505.3609,2204132.7274
6820,1673898.6472,2203991.731
6821,1675513.1974,2206409.2379
6822,1675026.7733,2208407.8755
6823,1674914.2268,2208616.6561
6824,1677128.5388,2207321.7558
6825,1678581.9908,2207672.4152
6826,1678611.287,2208011.6929
6827,1677293.4795,2208542.5304
6828,1677465.84,2208829.1016
6829,1673554.1224,2205644.1791
6830,1673787.1692,2206255.9412
6831,1671354.4431,2203011.3639
6832,1671538.6142,2203401.9978
6833,1670587.2415,2201554.9182
6834,1670309.3862,2201744.0899
6835,1670820.7237,2199281.2542
6836,1670557.3222,2199151.292
6837,1669584.6263,2198051.4517
6838,1669334.9324,2198157.615
6839,1668215.5086,2199119.5485
6840,1667855.1551,2198960.8672
6841,1670434.4376,2201210.3079
6842,1670449.1201,2200878.1335
6843,1669486.3312,2200883.4058
6844,1669780.1481,2201027.7708
6845,1669222.6503,2199975.2659
6846,1669018.3655,2200313.8714
6847,1668986.799,2198122.094
6848,1668509.2934,2197788.8855
6849,1668453.5458,2196645.0783
6850,1668244.076,2196288.2835
6851,1673991.9926,2199466.3735
6852,1672447.6834,2198632.6885
6853,1674226.4311,2199787.4927
6854,1673151.6096,2195021.6839
6855,1673535.5825,2195001.9188
6856,1677647.3645,2193829.4
6857,1676907.4206,2193579.0443
6858,1678080.4987,2194967.1992
6859,1679417.4424,2195958.4559
6860,1678541.8091,2193998.0598
6861,1679561.2265,2196826.0906
6862,1678900.4469,2197751.7548
6863,1678634.2478,2198097.4863
6864,1680605.2809,2197575.2235
6865,1680413.5731,2198668.6073
6866,1678322.2375,2197256.1435
6867,1678732.6379,2196603.6246
6868,1682215.671,2196339.9202
6869,1682036.6373,2195870.9696
6870,1681005.462,2194115.2928
6871,1686219.5665,2195709.6888
6872,1685879.6086,2195517.6782
6874,1686783.6245,2196270.328
6875,1686416.6979,2196214.025
6876,1687287.7994,2196857.247
6877,1686763.941,2196929.3092
6878,1688100.2664,2198942.6685
6879,1687850.9685,2198867.4195
6880,1688081.0843,2199824.5838
6881,1694209.8257,2206210.3461
6882,1693940.8543,2206224.4457
6883,1693039.3416,2206964.5376
6884,1693417.001,2207955.4519
6885,1693005.053,2207903.8968
6886,1695600.5849,2209337.0134
6887,1695857.4307,2207575.9343
6888,1698150.0477,2206145.9572
6889,1697826.417,2206127.0263
6890,1692822.1501,2210629.8185
6891,1692876.4633,2211003.7859
6892,1692087.3179,2209571.5499
6893,1692242.3021,2209652.9721
6894,1691161.041,2209518.0361
6895,1691724.2673,2210411.1492
6896,1691946.6426,2211357.2769
6897,1692533.3178,2212383.8057
6898,1692795.0996,2212273.7151
6899,1689928.2709,2212813.779
6900,1689987.7605,2212386.352
6901,1689542.6129,2209226.0465
6902,1689122.1136,2209726.082
6903,1692943.7003,2205280.3899
6904,1690639.1414,2203063.2827
6905,1692653.1451,2202817.4422
6906,1691048.6599,2202402.6723
6907,1693472.6272,2202157.54
6908,1691126.8273,2199958.0774
6909,1689310.1666,2197816.6366
6910,1689149.2374,2198366.2145
6911,1689433.3093,2197547.2073
6912,1688094.6312,2196587.2356
6913,1688318.1254,2197480.0646
6914,1687981.9124,2202720.7445
6915,1688793.1076,2202087.3185
6916,1689180.8463,2201846.6467
6917,1688938.2564,2203434.8971
6918,1688948.2351,2203874.8478
6919,1688715.211,2209687.3169
6920,1689004.086,2206864.9383
6921,1688664.6436,2206670.466
6922,1688695.5838,2206689.3946
6923,1688610.6237,2209895.2353
6924,1684599.365,2207877.2058
6925,1684606.2579,2208748.3178
6926,1685043.3061,2207129.7978
6927,1685813.5156,2207431.1934
6928,1685688.6164,2205765.6244
6929,1686432.7576,2206008.9284
6930,1684921.0403,2205037.5086
6931,1684802.5641,2205640.8523
6932,1682325.8384,2207146.1801
6933,1682877.0752,2206747.2029
6934,1683475.8272,2203737.1255
6935,1683453.6634,2204052.1145
6936,1681461.1077,2206698.3396
6937,1681735.1605,2206577.1345
6938,1682088.668,2204053.6957
6939,1681970.6518,2203944.1059
6940,1681246.2568,2203408.8282
6941,1685382.4055,2202658.0739
6942,1684997.9186,2202563.8623
6943,1684195.7701,2201663.0272
6944,1683033.4573,2201575.0579
6945,1682885.3385,2202077.573
6946,1682518.4491,2203371.3469
6947,1682476.4413,2202877.2197
6948,1682615.4132,2198993.5486
6949,1680203.6887,2201598.3492
6950,1679021.3345,2202751.1581
6951,1678843.3187,2202869.6749
6952,1683085.32,2197889.9533
6953,1681672.766,2196866.5865
6954,1681248.1809,2197217.157
6955,1683850.4715,2190894.1521
6956,1684364.1918,2190169.6816
6957,1683785.1066,2189915.0851
6958,1685305.3257,2188583.9517
6959,1685418.3827,2189012.3245
6960,1687333.8176,2187950.7302
6961,1688384.6342,2187697.1282
6962,1687000.6162,2187597.6235
6963,1689669.352,2186807.4945
6964,1689349.5891,2186842.7534
6965,1689521.1174,2186208.9
6966,1688080.2606,2186500.8212
6967,1686106.0186,2186209.8725
6968,1686795.5229,2186383.624
6969,1691836.6536,2186993.5641
6970,1692320.6728,2186784.2874
6971,1694432.8558,2188041.0962
6972,1694743.0857,2187741.5574
6973,1698049.0452,2186291.3312
6974,1697585.0805,2186440.8179
6975,1702047.9818,2187525.1848
6976,1702520.4633,2187500.8601
6977,1702063.0975,2191025.6398
6978,1701767.3599,2190740.027
6979,1698005.556,2191051.2701
6980,1698785.5224,2190884.9393
6981,1693571.7149,2190847.7615
6982,1693281.0854,2190417.4573
6983,1692566.3168,2190193.6991
6984,1691234.9131,2189935.3329
6985,1690467.2079,2190476.0948
6986,1691025.9372,2194923.5828
6987,1690789.2335,2192397.1632
6988,1691060.9805,2195248.4262
6989,1690998.9873,2195675.3844
6990,1690707.7316,2195792.865
6991,1692518.9382,2195589.3981
6992,1692825.9591,2194463.356
6993,1692409.641,2196055.8578
6994,1692192.071,2196569.5188
6995,1692126.3558,2196812.1415
6996,1692721.4377,2198024.3945
6997,1693283.0331,2199402.3628
6998,1692991.1659,2198882.6812
6999,1692677.8101,2198177.4469
7000,1693369.3929,2197263.5884
7001,1693426.6015,2196704.5318
7002,1691636.1533,2197179.9591
7003,1690776.4893,2197100.3176
7004,1690928.9193,2196850.351
7005,1690980.0506,2196816.9203
7006,1690939.097,2196847.2132
7007,1690720.4828,2197795.9555
7008,1692457.7212,2199532.0708
7009,1692004.6329,2199208.0097
7010,1691345.7524,2198537.6471
7011,1691300.7797,2198412.512
7012,1695538.0693,2196808.1295
7013,1695859.5622,2197374.8774
7014,1703242.6788,2206075.8367
7015,1703479.7208,2207271.7652
7016,1703814.1737,2208927.2329
7017,1703998.0069,2209416.3021
7018,1702435.2225,2206272.8365
7019,1702220.9037,2206167.8675
7020,1700727.8386,2206032.6383
7021,1700055.4205,2206296.131
7022,1700243.0534,2207856.2717
7023,1700059.1792,2208783.6158
7024,1698430.0718,2209580.9725
7025,1698164.8076,2211497.5427
7026,1698190.8061,2211790.7277
7027,1702107.0578,2208041.8579
7028,1702385.6419,2208475.76
7029,1701264.3365,2211160.9595
7030,1701108.7814,2210929.9223
7031,1699165.1692,2209934.6251
7032,1699432.636,2212316.4534
7033,1699156.6691,2211940.8211
7034,1699899.4244,2211240.2159
7035,1699764.0671,2210730.3491
7036,1699009.4465,2204168.8677
7037,1697365.8833,2204060.6874
7038,1697362.5238,2204403.5777
7039,1694057.0799,2201976.9877
7040,1694780.2077,2199904.2356
7041,1693406.5586,2200126.5796
7042,1694042.9041,2198589.9135
7043,1693889.2825,2197932.5296
7044,1696540.7495,2194169.9599
7045,1697229.1947,2193810.3108
7046,1698180.6806,2194387.5253
7047,1698841.8832,2194397.001
7048,1696538.3115,2192414.3682
7049,1696743.4274,2192163.1775
7050,1697723.0252,2192179.9654
7051,1697569.4627,2192665.5196
7052,1699567.3046,2200094.8606
7053,1699460.0549,2199504.554
7054,1699233.4668,2196857.5318
7055,1702448.7674,2198697.4624
7056,1702143.9209,2198441.3376
7057,1702844.5672,2198892.3241
7058,1702710.1161,2199408.3053
7059,1700840.6941,2199727.827
7060,1700947.8294,2198130.2829
7061,1700956.8757,2200383.0251
7062,1702824.871,2200713.7422
7063,1702760.7858,2200290.399
7064,1702772.8431,2200130.4193
7065,1703540.4687,2203227.2093
7066,1703650.9271,2202808.2612
7067,1703059.4196,2201124.8652
7068,1702080.2037,2202674.3029
7069,1702016.4628,2202366.4398
7070,1702521.1584,2201037.6293
7071,1703317.2156,2197732.1471
7072,1702252.1727,2197880.2287
7073,1703604.2852,2197829.5947
7074,1694023.6644,2192658.1381
7075,1693951.0599,2193145.7177
7076,1694900.5524,2191260.2036
7077,1694678.944,2191531.8301
7078,1696237.5224,2191917.7439
7079,1693862.1908,2191385.5303
7080,1693644.2454,2192090.5346
7081,1693451.2351,2193131.3019
7082,1692092.0152,2190879.6249
7083,1692742.1504,2191933.5131
7084,1689730.8764,2194059.631
7085,1689604.2955,2194475.1506
7086,1686235.7236,2192200.1255
7087,1687008.2972,2192205.8093
7088,1687377.5718,2192144.645
7089,1687529.0999,2193711.3499
7090,1687525.1108,2193687.4228
7091,1687433.7173,2193509.6858
7092,1687821.4521,2195484.3323
7093,1687879.9291,2196045.0002
7094,1685730.8253,2193642.2322
7095,1685907.3498,2193720.0086
7096,1682154.1102,2189919.0196
7097,1681715.2745,2190903.608
7098,1681844.1561,2192656.8025
7099,1679825.043,2191422.5658
7100,1678334.4764,2191942.0272
7101,1680353.0623,2191805.0072
7102,1678465.4936,2190819.6192
7103,1677030.3743,2191214.8021
7104,1677073.228,2188164.5111
7105,1676765.1358,2188086.8845
7106,1674390.3263,2188538.4885
7107,1674390.502,2188541.2758
7108,1675879.5455,2185355.9326
7109,1675560.4666,2185186.7592
7110,1674050.5841,2183906.3014
7111,1676000.0663,2185560.4793
7112,1676021.5603,2184277.7978
7113,1675086.7418,2182635.3762
7114,1675920.7163,2184397.4112
7115,1676645.109,2182161.42
7116,1676690.0725,2181919.5247
7117,1676506.4377,2183318.9649
7118,1679996.2918,2187888.9723
7119,1684003.1694,2188593.9877
7120,1683352.588,2188525.6938
7121,1684134.4794,2188583.2538
7122,1684095.9012,2188582.7207
7123,1683122.256,2188541.0785
7124,1684092.284,2188579.6114
7125,1683349.5565,2188520.0997
7126,1684419.0958,2188377.8228
7127,1679000.5223,2183117.7796
7128,1678886.772,2183557.0721
7129,1683558.314,2187178.3175
7130,1682299.4595,2186563.2636
7131,1679728.1057,2188824.229
7132,1680177.1978,2190468.9315
7133,1680588.4654,2190582.1147
7134,1680721.5871,2189745.9321
7135,1680539.2635,2189588.2204
7136,1686654.0185,2180447.944
7137,1688739.4724,2180902.7779
7138,1691605.2383,2181528.826
7139,1692479.228,2181719.7545
7140,1692355.4701,2182714.7725
7141,1693446.5983,2183282.6714
7142,1694567.2945,2184153.249
7143,1692619.6545,2183598.2041
7144,1693061.5291,2184648.7867
7145,1695948.7061,2185046.4742
7146,1695420.8968,2185220.0046
7147,1690751.2846,2184562.7384
7148,1690581.7594,2184334.4334
7149,1689310.7845,2185599.3932
7150,1689520.2477,2185170.4243
7151,1686255.9528,2181470.5812
7152,1686250.6007,2183331.0165
7153,1684332.2598,2183091.5209
7154,1687046.0741,2178456.0729
7155,1687049.4175,2178559.0675
7156,1683285.9659,2169398.1442
7157,1684550.2386,2169880.7386
7158,1680934.9217,2164564.3182
7159,1680940.1816,2164558.1697
7160,1680587.3456,2166337.3261
7161,1681851.308,2167685.2567
7162,1684504.4842,2166160.2453
7163,1685295.5705,2165902.5316
7164,1685848.7754,2164937.4085
7165,1685726.1454,2164790.0601
7166,1683923.4115,2162695.3989
7167,1685766.3159,2161906.3138
7168,1687391.5527,2159582.8499
7169,1687415.4962,2159553.9907
7170,1692705.7749,2165020.0121
7171,1690450.7457,2168897.712
7172,1691420.3141,2169549.4134
7173,1691668.3988,2169925.973
7174,1691532.2792,2169686.5392
7175,1691378.2179,2170701.9054
7176,1691530.1047,2169676.4529
7177,1690124.6825,2171081.8431
7178,1689586.189,2171932.1709
7179,1688181.4158,2170519.6494
7180,1687818.0048,2171418.5876
7181,1686336.8438,2170214.8876
7182,1685920.9473,2170798.1937
7183,1692608.1802,2169506.5056
7184,1693614.266,2170310.3389
7185,1692633.2178,2171499.627
7186,1693907.4497,2170977.2945
7187,1688930.0874,2175394.7656
7188,1689155.3782,2174526.0802
7189,1692686.8961,2177932.95
7190,1693387.1037,2175439.7021
7191,1692412.0577,2178733.1589
7192,1692506.0807,2178289.5223
7193,1691189.2143,2177171.5809
7194,1689189.8225,2177399.552
7195,1694081.38,2178587.9159
7196,1694552.2762,2178071.6415
7197,1695147.1296,2175919.9182
7198,1695722.6181,2174165.103
7199,1695006.8078,2172454.3252
7200,1700541.3123,2169928.2462
7201,1701480.1628,2170549.9922
7202,1706320.4985,2174868.8483
7203,1705911.3879,2174676.2813
7204,1705819.8591,2174482.9186
7205,1705906.7248,2174651.9566
7206,1706398.9409,2174899.2811
7207,1706435.0373,2174899.3743
7208,1706526.7267,2174869.744
7209,1707824.0944,2175434.0451
7210,1705465.2641,2178524.0387
7211,1703980.9934,2181977.3743
7212,1704288.5779,2183929.0096
7213,1700871.4516,2184891.2835
7214,1700412.817,2183682.9483
7215,1700504.4929,2183477.2411
7216,1702887.637,2173363.7297
7217,1703585.1016,2175349.0428
7218,1702122.5053,2174527.8177
7219,1701872.0934,2175007.8335
7220,1701963.2397,2175261.4661
7221,1701042.745,2175995.0538
7222,1700855.32,2177137.0247
7223,1700736.0498,2172694.8084
7224,1700644.0665,2174117.6364
7225,1700794.1942,2173027.756
7226,1700798.6297,2173025.9925
7227,1697842.0891,2174332.8083
7228,1697372.7091,2178016.9807
7229,1697385.868,2178051.3172
7230,1697515.0752,2178168.5908
7231,1697920.0321,2181306.4327
7232,1698300.4894,2181605.5389
7233,1697005.5735,2173259.1846
7234,1685470.6651,2167561.2624
7235,1686080.4247,2166904.7879
7236,1690843.5887,2162191.4039
7237,1688626.4628,2157654.204
7238,1691162.1888,2162528.2771
7239,1714896.6229,2171690.8413
7240,1719681.5198,2176098.9042
7241,1718497.4541,2174423.6787
7242,1717525.239,2173133.5921
7243,1715269.9898,2171542.2667
7244,1717615.2646,2173263.639
7245,1715260.7173,2171544.2153
7246,1699555.5808,2163915.0832
7247,1701182.3254,2164817.2143
7248,1704065.2488,2166352.6257
7249,1705761.1998,2167238.4748
7250,1707417.3138,2168784.5863
7251,1707709.8538,2168990.8149
7252,1712044.5444,2172303.0947
7253,1713021.0278,2173316.0646
7254,1712253.7222,2172629.9595
7255,1712255.6244,2172621.3426
7256,1705240.7981,2169141.5031
7257,1706289.1471,2170144.2069
7258,1708173.9533,2172139.5444
7259,1709854.5865,2174241.9604
7260,1709692.2086,2173468.8638
7261,1708335.3333,2172285.3492
7262,1707636.5441,2173815.7461
7263,1706799.9777,2172741.7353
7264,1704217.9037,2171907.0995
7265,1704194.9281,2170923.3171
7266,1703131.5815,2171567.7288
7267,1702124.7066,2170763.0518
7268,1699264.5737,2169101.6703
7269,1699262.5215,2168589.8647
7270,1694586.2083,2166533.4551
7271,1693745.7528,2165857.4543
7272,1694010.1054,2160877.4038
7273,1693872.2756,2160894.5951
7274,1693921.1647,2164886.0505
7275,1694824.5732,2163058.2736
7276,1694693.4211,2163968.5382
7277,1691817.0099,2160302.8127
7278,1693054.9086,2160693.0103
7279,1697255.4625,2157519.115
7280,1696325.5543,2158604.3172
7281,1698064.2314,2153956.0263
7282,1698886.1442,2152514.1552
7283,1700320.83,2152094.765
7284,1700379.5047,2152105.9964
7285,1708381.6322,2157112.8083
7286,1707334.218,2156527.4847
7287,1709025.9416,2159900.1113
7288,1707324.6972,2158839.933
7289,1701866.5012,2157350.5123
7290,1703400.925,2159351.9351
7291,1703619.2637,2159761.0032
7292,1703618.8854,2159767.4173
7293,1703528.9364,2161531.9701
7294,1704122.4375,2160432.2252
7295,1701131.1943,2159283.2502
7296,1699528.8583,2160140.8369
7297,1707038.4723,2150931.0704
7298,1707406.6918,2149928.4502
7299,1706476.5011,2147174.8583
7300,1711018.3755,2148911.7557
7301,1711186.9576,2150077.4451
7302,1715875.5581,2151418.6024
7303,1716981.8416,2143091.097
7304,1711911.8442,2155622.4925
7305,1711491.251,2159063.5475
7306,1710877.3444,2160688.9593
7307,1715803.3922,2153489.039
7308,1714097.6763,2155151.962
7309,1714069.9827,2155324.3174
7310,1714103.135,2155154.022
7311,1712721.6903,2160339.9475
7312,1712738.5243,2160965.5697
7313,1715323.4178,2159095.0919
7314,1714983.9185,2159710.4026
7315,1710560.7179,2156355.8135
7316,1709270.629,2158416.3147
7317,1722276.3197,2149885.328
7318,1720814.224,2148946.2551
7319,1719838.0198,2145534.4478
7320,1664794.978,2169771.3604
7321,1664826.8803,2169790.0399
7322,1698365.4148,2214428.5638
7323,1701779.5018,2152413.999
7324,1702619.497,2150762.0053
7325,1702010.5027,2151692.9915
7326,1696272.9746,2214470.5676
7327,1696352.5254,2214823.8543
7328,1696287.6298,2136976.9634
7329,1696242.4411,2137302.879
7330,1696291.2181,2136979.2577
7331,1673536.2688,2164664.8143
7332,1674170.5748,2162323.4275
7333,1695354.1424,2211303.7105
7334,1697928.8012,2214655.5341
7335,1697861.369,2170785.3713
7336,1690929.4942,2165139.9989
7337,1694604.4981,2167960.9948
7338,1680968.4984,2194071.0004
7339,1676551.499,2193657.995
7340,1682291.4969,2193461.9926
7341,1681829.4942,2192677.9973
7342,1678532.4992,2193623.0011
7343,1677657.5,2191978.0057
7344,1676740.4964,2191172.9919
7345,1676761.4963,2191753.995
7346,1693295.497,2193252.0029
7347,1691979.4961,2192691.9987
7348,1693799.5,2193447.993
7349,1693883.4939,2193518.0012
7350,1693463.5028,2194035.9927
7351,1687975.498,2198305.9949
7352,1687583.4967,2198361.9993
7353,1688633.4943,2198515.9966
7354,1690621.5015,2202981.9956
7355,1690908.497,2202288.9996
7356,1694681.4944,2170418.0038
7357,1694331.5003,2170628.0043
7358,1694856.4973,2172370.9994
7359,1693897.5011,2174169.9946
7361,1694009.4987,2174519.9976
7362,1699133.4995,2196458.0042
7363,1672323.4948,2198515.9945
7364,1701163.4936,2197452.0006
7365,1701863.5018,2198067.9993
7366,1702829.4977,2200867.997
7367,1674230.1681,2162285.3073
7368,1694714.2377,2211621.3979
7369,1694732.5652,2211544.6312
7370,1703657.148,2197886.9187
7371,1679070.6773,2201529.8029
7372,1770701.1197,2093533.8739
7373,1770211.121,2093155.8713
7374,1768181.1223,2091867.8702
7375,1772059.1244,2094275.8715
7376,1773540.9363,2093289.3279
7377,1773021.0598,2094275.8863
7378,1773023.4699,2094278.7675
7379,1775852.3715,2093651.3351
7380,1777409.43,2094255.5278
7381,1781582.4508,2093108.535
7382,1782797.6421,2093217.4205
7383,1785784.2376,2094164.112
7384,1788182.7385,2095310.1341
7385,1791083.2936,2096147.4873
7386,1780305.1228,2101933.9917
7387,1779521.1183,2101864.0011
7388,1778051.1254,2100393.9962
7389,1781803.1218,2103852.0014
7390,1782083,2104152.4368
7391,1781845.1192,2103921.9975
7392,1782419.1297,2104901.9994
7393,1782489.1235,2104622.0023
7394,1782090.1238,2107358.9931
7395,1782461.1284,2106610.0001
7396,1782734.1253,2105454.9989
7397,1782867.1227,2106329.9937
7398,1782741.1256,2106470.0041
7399,1782498.9846,2107933.8361
7400,1782413.1336,2107879.9967
7401,1782411.4769,2107873.008
7402,1782827.1421,2107843.2479
7403,1783087.899,2107647.265
7404,1784507.109,2107738.5095
7405,1783261.9102,2107727.0758
7406,1784619.7652,2107709.0699
7407,1787213.0325,2106277.2928
7408,1785382.6682,2106768.4836
7409,1785118.3627,2106681.6845
